epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,32919.2,0.61299,0.29846,0.90499,0.98504,0.97503,0.99332,0.85296,0.60155,0.25255,0.90365,0.003862,0.003862,0.003862
188,33095.8,0.6119,0.29836,0.90454,0.98516,0.97503,0.99335,0.85294,0.60133,0.25232,0.90355,0.003829,0.003829,0.003829
189,33272,0.61195,0.29761,0.90421,0.98518,0.97496,0.99335,0.8532,0.60122,0.25221,0.90351,0.003796,0.003796,0.003796
190,33448,0.612,0.29768,0.90559,0.98511,0.97489,0.99331,0.85323,0.60134,0.25216,0.90355,0.003763,0.003763,0.003763
191,33623.7,0.61368,0.29857,0.90499,0.98508,0.97482,0.9933,0.85325,0.60117,0.25226,0.9035,0.00373,0.00373,0.00373
192,33799.9,0.61215,0.2992,0.90484,0.98508,0.97489,0.99329,0.85329,0.60114,0.25214,0.90352,0.003697,0.003697,0.003697
193,33976.1,0.61167,0.29844,0.90635,0.98515,0.97482,0.99331,0.8538,0.60098,0.25208,0.90345,0.003664,0.003664,0.003664
194,34151.5,0.61366,0.29832,0.90515,0.98464,0.97531,0.99331,0.85358,0.60117,0.25199,0.90344,0.003631,0.003631,0.003631
195,34327.8,0.60984,0.29883,0.90229,0.98471,0.97517,0.9933,0.85355,0.6008,0.25171,0.9033,0.003598,0.003598,0.003598
196,34504.1,0.61042,0.29622,0.90428,0.98478,0.9751,0.99333,0.85402,0.60052,0.25135,0.90318,0.003565,0.003565,0.003565
197,34680.4,0.60337,0.2924,0.90161,0.98489,0.9751,0.99333,0.85412,0.60055,0.25114,0.90319,0.003532,0.003532,0.003532
198,34856.9,0.60414,0.29417,0.90173,0.98464,0.9751,0.9933,0.85414,0.60043,0.25123,0.90317,0.003499,0.003499,0.003499
199,35033.2,0.60636,0.2943,0.90218,0.98459,0.97482,0.99326,0.85412,0.60059,0.25101,0.90321,0.003466,0.003466,0.003466
200,35210.1,0.60422,0.29193,0.90134,0.98492,0.97482,0.9933,0.85428,0.60058,0.25105,0.90314,0.003433,0.003433,0.003433
201,35386.4,0.60725,0.29452,0.90236,0.9847,0.97503,0.99331,0.85455,0.60068,0.25117,0.90315,0.0034,0.0034,0.0034
202,35562.7,0.60155,0.29178,0.89988,0.98485,0.97496,0.99331,0.85467,0.60066,0.25102,0.90308,0.003367,0.003367,0.003367
203,35739,0.60392,0.29156,0.90233,0.98446,0.97503,0.99329,0.85421,0.60103,0.25097,0.90321,0.003334,0.003334,0.003334
204,35915,0.60513,0.29259,0.90333,0.98592,0.97439,0.9933,0.85397,0.60127,0.25116,0.90325,0.003301,0.003301,0.003301
205,36091.9,0.60427,0.29337,0.90236,0.98594,0.97432,0.99327,0.85411,0.60082,0.25086,0.90308,0.003268,0.003268,0.003268
206,36268.1,0.60049,0.29188,0.9013,0.98608,0.97432,0.99331,0.85396,0.60077,0.25089,0.90309,0.003235,0.003235,0.003235
207,36444.3,0.60082,0.29102,0.9012,0.98617,0.97467,0.99335,0.85433,0.60102,0.25089,0.90313,0.003202,0.003202,0.003202
208,36620.3,0.59678,0.28909,0.89753,0.98633,0.97456,0.99333,0.85402,0.60141,0.25073,0.90328,0.003169,0.003169,0.003169
209,36796.3,0.59909,0.28995,0.89952,0.98623,0.97432,0.99333,0.85442,0.60162,0.25051,0.90332,0.003136,0.003136,0.003136
210,36972.7,0.59807,0.29066,0.90083,0.98632,0.97435,0.99334,0.85434,0.60128,0.25047,0.90327,0.003103,0.003103,0.003103
211,37148.6,0.59839,0.28917,0.89956,0.98653,0.97394,0.99333,0.85443,0.60124,0.25055,0.90322,0.00307,0.00307,0.00307
212,37325,0.59718,0.28803,0.89933,0.98676,0.97361,0.99332,0.85439,0.60138,0.25047,0.90332,0.003037,0.003037,0.003037
213,37501.5,0.59641,0.28679,0.89969,0.98674,0.97356,0.99331,0.85491,0.60119,0.25033,0.90323,0.003004,0.003004,0.003004
214,37677.7,0.59556,0.28676,0.89807,0.98672,0.97354,0.99332,0.85489,0.60112,0.25015,0.9032,0.002971,0.002971,0.002971
215,37853.3,0.5968,0.28687,0.89848,0.98604,0.97401,0.99332,0.85514,0.60097,0.25023,0.90313,0.002938,0.002938,0.002938
216,38030.4,0.59714,0.28704,0.89935,0.98606,0.97411,0.99333,0.85535,0.60097,0.25047,0.90314,0.002905,0.002905,0.002905
217,38206.6,0.59136,0.28532,0.89802,0.98599,0.97432,0.99333,0.8553,0.60101,0.25055,0.90314,0.002872,0.002872,0.002872
218,38382.4,0.5933,0.28415,0.89812,0.98597,0.97423,0.99333,0.8552,0.60117,0.2508,0.90318,0.002839,0.002839,0.002839
219,38558.6,0.59097,0.28444,0.89853,0.98598,0.97425,0.99335,0.85535,0.60139,0.25104,0.90324,0.002806,0.002806,0.002806
220,38734.3,0.58992,0.2841,0.89818,0.98668,0.97347,0.99335,0.85533,0.60176,0.25108,0.90337,0.002773,0.002773,0.002773
221,38911.1,0.58956,0.28218,0.89772,0.98672,0.9734,0.99335,0.85488,0.6017,0.25101,0.90339,0.00274,0.00274,0.00274
222,39087.4,0.59055,0.28472,0.89748,0.98673,0.97344,0.99333,0.85471,0.602,0.25094,0.90339,0.002707,0.002707,0.002707
223,39263.5,0.589,0.28276,0.89607,0.98702,0.97334,0.99335,0.85489,0.60202,0.25083,0.90346,0.002674,0.002674,0.002674
224,39440.3,0.58652,0.28359,0.89575,0.9874,0.97326,0.99336,0.85488,0.60175,0.2507,0.90339,0.002641,0.002641,0.002641
225,39617.1,0.58537,0.28262,0.89379,0.98748,0.97326,0.99337,0.85522,0.60177,0.25055,0.90339,0.002608,0.002608,0.002608
226,39787.9,0.58713,0.2833,0.89518,0.98737,0.97329,0.99338,0.85509,0.60181,0.25048,0.9034,0.002575,0.002575,0.002575
227,39966,0.58765,0.28208,0.89356,0.9874,0.97333,0.99341,0.85518,0.60165,0.25059,0.90332,0.002542,0.002542,0.002542
228,40144.3,0.58522,0.28128,0.89439,0.98772,0.9732,0.9934,0.85533,0.60189,0.2509,0.90335,0.002509,0.002509,0.002509
229,40320,0.58154,0.27997,0.89256,0.98744,0.97331,0.99338,0.85548,0.60187,0.25076,0.90333,0.002476,0.002476,0.002476
230,40497.6,0.57967,0.27773,0.89296,0.98747,0.97319,0.99339,0.85556,0.6021,0.25075,0.90349,0.002443,0.002443,0.002443
231,40675,0.57985,0.27718,0.89396,0.98765,0.97321,0.99338,0.85576,0.60199,0.25064,0.90341,0.00241,0.00241,0.00241
232,40852.8,0.57976,0.27684,0.8924,0.98739,0.9734,0.99336,0.85561,0.60163,0.25043,0.90327,0.002377,0.002377,0.002377
233,41028.5,0.57784,0.27647,0.89246,0.98716,0.97344,0.99335,0.85564,0.60173,0.25046,0.90327,0.002344,0.002344,0.002344
234,41201.8,0.57538,0.27585,0.89128,0.98709,0.97377,0.99334,0.85552,0.60168,0.25038,0.90325,0.002311,0.002311,0.002311
235,41372.2,0.57556,0.2758,0.89085,0.98716,0.97369,0.99335,0.85583,0.60169,0.25006,0.9032,0.002278,0.002278,0.002278
236,41542.7,0.57511,0.27464,0.89038,0.98715,0.97397,0.99334,0.8556,0.60165,0.24995,0.90318,0.002245,0.002245,0.002245
237,41712.3,0.57317,0.27592,0.89043,0.98708,0.97397,0.99335,0.85577,0.6018,0.24987,0.90317,0.002212,0.002212,0.002212
238,41883.5,0.57354,0.27339,0.89068,0.98695,0.97394,0.99332,0.85613,0.60182,0.24978,0.9032,0.002179,0.002179,0.002179
239,42058.4,0.57337,0.2738,0.88967,0.98688,0.9739,0.99334,0.85671,0.60151,0.24953,0.9031,0.002146,0.002146,0.002146
240,42236.7,0.57521,0.27507,0.8905,0.98695,0.97394,0.99333,0.85624,0.60169,0.24963,0.90312,0.002113,0.002113,0.002113
241,42414.9,0.56835,0.2721,0.88905,0.98709,0.97377,0.99335,0.85621,0.60158,0.24964,0.9031,0.00208,0.00208,0.00208
242,42592,0.56682,0.27098,0.88774,0.98709,0.97355,0.99334,0.85614,0.6013,0.24936,0.90296,0.002047,0.002047,0.002047
243,42770.2,0.56599,0.26972,0.88782,0.98702,0.97379,0.99332,0.85595,0.60112,0.24921,0.90297,0.002014,0.002014,0.002014
244,42948.5,0.56604,0.2701,0.88734,0.98749,0.97347,0.99334,0.8564,0.60072,0.24881,0.90278,0.001981,0.001981,0.001981
245,43125.5,0.5669,0.27078,0.88741,0.98731,0.97379,0.99335,0.85677,0.60018,0.24879,0.90264,0.001948,0.001948,0.001948
246,43302.9,0.56464,0.27067,0.88736,0.98733,0.97383,0.99336,0.85681,0.60039,0.24853,0.90269,0.001915,0.001915,0.001915
247,43481.2,0.56416,0.26849,0.88701,0.98752,0.97373,0.99334,0.85656,0.60017,0.24844,0.9026,0.001882,0.001882,0.001882
248,43659.5,0.56613,0.27083,0.88806,0.98754,0.97375,0.99336,0.85657,0.6002,0.24853,0.90261,0.001849,0.001849,0.001849
249,43835.5,0.56616,0.26886,0.88708,0.98735,0.97368,0.99335,0.8567,0.60028,0.24864,0.90266,0.001816,0.001816,0.001816
250,44014,0.56186,0.2658,0.8871,0.98726,0.97354,0.99335,0.85645,0.60052,0.24873,0.90279,0.001783,0.001783,0.001783
251,44192.3,0.55868,0.26465,0.8843,0.98737,0.97356,0.99337,0.85657,0.60062,0.2485,0.90287,0.00175,0.00175,0.00175
252,44369,0.5578,0.26399,0.88499,0.98751,0.97352,0.99337,0.85699,0.60034,0.2485,0.90278,0.001717,0.001717,0.001717
253,44545.8,0.55864,0.26591,0.88422,0.98766,0.9734,0.99338,0.85696,0.60034,0.24842,0.90279,0.001684,0.001684,0.001684
254,44723.8,0.55453,0.26395,0.88257,0.98767,0.97319,0.99339,0.85737,0.60029,0.24841,0.90279,0.001651,0.001651,0.001651
255,44899.8,0.55566,0.26402,0.88498,0.98758,0.97346,0.99339,0.85707,0.6,0.24838,0.90269,0.001618,0.001618,0.001618
256,45076.9,0.55359,0.26157,0.8843,0.98765,0.97322,0.9934,0.85748,0.60018,0.24838,0.90271,0.001585,0.001585,0.001585
257,45255.9,0.55432,0.26077,0.88457,0.98772,0.97299,0.99343,0.85766,0.60033,0.2485,0.90275,0.001552,0.001552,0.001552
258,45433.4,0.55359,0.26173,0.88427,0.98793,0.97282,0.99343,0.85774,0.60026,0.24842,0.90276,0.001519,0.001519,0.001519
259,45611.9,0.5489,0.25939,0.88142,0.98823,0.97262,0.99343,0.85766,0.60038,0.24855,0.9028,0.001486,0.001486,0.001486
260,45790.7,0.54743,0.25917,0.88138,0.98845,0.97248,0.99343,0.8579,0.6004,0.24831,0.90275,0.001453,0.001453,0.001453
261,45964.9,0.54771,0.2595,0.88116,0.98823,0.97241,0.99341,0.85758,0.60053,0.24845,0.90288,0.00142,0.00142,0.00142
262,46136.8,0.54841,0.25863,0.88121,0.98814,0.97233,0.99341,0.85768,0.60073,0.24849,0.90293,0.001387,0.001387,0.001387
263,46313.2,0.54305,0.25744,0.87866,0.98857,0.97234,0.99345,0.85797,0.60058,0.2483,0.90287,0.001354,0.001354,0.001354
264,46482.7,0.54244,0.25617,0.87973,0.98844,0.9722,0.99344,0.85756,0.60085,0.2484,0.90295,0.001321,0.001321,0.001321
265,46661.2,0.54411,0.25748,0.8801,0.98355,0.97679,0.99344,0.8578,0.60083,0.24856,0.90288,0.001288,0.001288,0.001288
266,46838.9,0.53879,0.25485,0.87965,0.98362,0.97696,0.99344,0.85771,0.60087,0.24854,0.90294,0.001255,0.001255,0.001255
267,47015.2,0.53909,0.25423,0.87782,0.98404,0.97672,0.99344,0.85777,0.60077,0.24854,0.90296,0.001222,0.001222,0.001222
268,47187.4,0.53669,0.25348,0.87609,0.98369,0.977,0.99343,0.8581,0.60062,0.24838,0.9029,0.001189,0.001189,0.001189
269,47363,0.53794,0.25292,0.87639,0.98377,0.97701,0.99342,0.85773,0.60063,0.24836,0.90296,0.001156,0.001156,0.001156
270,47539.8,0.53436,0.25023,0.87695,0.98369,0.97708,0.99342,0.85804,0.60037,0.24834,0.90289,0.001123,0.001123,0.001123
271,47719,0.53468,0.25032,0.87748,0.98456,0.97666,0.9934,0.85768,0.60039,0.24826,0.90286,0.00109,0.00109,0.00109
272,47885.6,0.53438,0.25065,0.87681,0.98452,0.97661,0.9934,0.8579,0.60044,0.24816,0.90288,0.001057,0.001057,0.001057
273,48068.4,0.53071,0.24939,0.87436,0.98394,0.9768,0.99339,0.85784,0.60063,0.24827,0.903,0.001024,0.001024,0.001024
274,48247.8,0.53053,0.2482,0.87358,0.98397,0.97685,0.99337,0.8582,0.6004,0.24818,0.90291,0.000991,0.000991,0.000991
275,48425.1,0.52594,0.24678,0.87296,0.98378,0.97708,0.99336,0.8583,0.60053,0.24847,0.90291,0.000958,0.000958,0.000958
276,48603.3,0.52529,0.24643,0.87401,0.98418,0.97679,0.99337,0.85852,0.60074,0.2487,0.90301,0.000925,0.000925,0.000925
277,48784,0.52394,0.24492,0.87276,0.9841,0.97663,0.99335,0.85854,0.60077,0.24845,0.90299,0.000892,0.000892,0.000892
278,48975.4,0.52301,0.24422,0.87196,0.98835,0.9722,0.99332,0.85847,0.60099,0.24858,0.90307,0.000859,0.000859,0.000859
279,49163.7,0.52145,0.24238,0.87077,0.98846,0.9722,0.99333,0.85815,0.60123,0.24858,0.90315,0.000826,0.000826,0.000826
280,49350.4,0.52038,0.24349,0.87247,0.98842,0.9722,0.99333,0.8583,0.60144,0.24849,0.90326,0.000793,0.000793,0.000793
281,49537.6,0.5162,0.24075,0.87003,0.98836,0.97213,0.99325,0.85847,0.60145,0.24843,0.90323,0.00076,0.00076,0.00076
282,49724.7,0.51774,0.24122,0.87091,0.98851,0.97213,0.99327,0.85853,0.60147,0.24847,0.90323,0.000727,0.000727,0.000727
283,49911.2,0.51783,0.24042,0.87156,0.98864,0.97192,0.99324,0.85856,0.60154,0.24843,0.90321,0.000694,0.000694,0.000694
284,50097.4,0.51349,0.23919,0.87074,0.98863,0.97192,0.99325,0.85847,0.60169,0.24857,0.9033,0.000661,0.000661,0.000661
285,50295.8,0.51312,0.23664,0.8696,0.98842,0.97235,0.99323,0.8585,0.60191,0.24855,0.90338,0.000628,0.000628,0.000628
286,50483.6,0.5127,0.23733,0.87023,0.98835,0.97229,0.9932,0.85845,0.60202,0.24861,0.90352,0.000595,0.000595,0.000595
287,50659.4,0.50672,0.23588,0.86814,0.98841,0.97234,0.99319,0.85834,0.60217,0.2485,0.90359,0.000562,0.000562,0.000562
288,50838.6,0.50461,0.23372,0.86792,0.98849,0.97244,0.99319,0.85855,0.60206,0.24852,0.90358,0.000529,0.000529,0.000529
289,51026.3,0.5035,0.23254,0.86635,0.98856,0.97236,0.99319,0.85827,0.60237,0.24856,0.90367,0.000496,0.000496,0.000496
290,51204.3,0.50378,0.23237,0.86644,0.98877,0.97196,0.99313,0.85851,0.60239,0.24862,0.9037,0.000463,0.000463,0.000463
291,51423.4,0.45987,0.20856,0.86226,0.98863,0.97192,0.99311,0.85855,0.60243,0.24872,0.90368,0.00043,0.00043,0.00043
292,51605.6,0.45586,0.20645,0.8609,0.98863,0.97206,0.9931,0.85904,0.6024,0.24874,0.90365,0.000397,0.000397,0.000397
293,51785,0.45332,0.20578,0.86072,0.98856,0.97204,0.99309,0.85877,0.60267,0.24869,0.90379,0.000364,0.000364,0.000364
294,51964.8,0.44988,0.20498,0.85815,0.98863,0.97221,0.9931,0.85899,0.60248,0.24867,0.90377,0.000331,0.000331,0.000331
295,52145,0.44954,0.20376,0.85788,0.98857,0.97252,0.9931,0.85885,0.60224,0.24859,0.9037,0.000298,0.000298,0.000298
296,52320.8,0.44702,0.20188,0.85765,0.98844,0.97241,0.99309,0.85886,0.60206,0.24867,0.90362,0.000265,0.000265,0.000265
297,52491.8,0.44287,0.19945,0.85581,0.98835,0.97253,0.9931,0.8591,0.6017,0.24836,0.90349,0.000232,0.000232,0.000232
298,52650.6,0.44038,0.19837,0.85497,0.98823,0.97248,0.99309,0.85918,0.60155,0.24817,0.90338,0.000199,0.000199,0.000199
299,52808.3,0.4394,0.19809,0.85471,0.98835,0.97231,0.99305,0.85898,0.60144,0.24829,0.90336,0.000166,0.000166,0.000166
300,52975.7,0.43863,0.19746,0.85475,0.98834,0.97176,0.993,0.85935,0.60114,0.24826,0.90327,0.000133,0.000133,0.000133
